3,1,
4,-1,1
2,1,
3,1,
4,1,
2,1,
3,1,
4,1,
2,-1,3
3,1,
4,-1,6
2,1,
4,1,
2,1,
4,1,
2,1,
3,-1,8
4,-1,10
3,-1,12
4,-1,14
2,1,
3,-1,16
4,-1,19
2,1,
3,1,
4,1,
2,-1,21
3,1,
4,-1,24
2,1,
3,1,
4,1,
2,-1,26
3,1,
2,1,
4,-1,28
2,1,
3,-1,30
4,-1,32
2,1,
3,-1,34
4,1,
2,1,
3,-1,36
2,-1,38
3,1,
4,-1,41
2,1,
3,-1,43
4,-1,45
2,1,
3,1,
2,-1,47
3,-1,49
2,1,
3,-1,51
2,1,
3,-1,53
4,-1,56
3,1,
4,-1,58
2,-1,60
3,1,
3,1,
4,-1,62
2,1,
3,1,
4,1,
3,-1,64
4,-1,66
2,1,
3,-1,68
4,-1,71
3,1,
4,-1,73
3,1,
4,-1,75
1,1,
3,1,
4,1,
3,-1,77
4,-1,79
1,-1,81
3,-1,83
4,-1,86
3,1,
4,-1,88
2,1,
3,1,
4,1,
1,1,
3,1,
4,1,
2,1,
3,1,
4,-1,90
1,-1,92
3,1,
4,-1,94
1,-1,96
2,1,
3,1,
3,1,
4,-1,98
2,1,
3,1,
4,1,
2,1,
3,1,
4,1,
2,-1,100
3,1,
4,-1,103
2,1,
3,1,
4,1,
1,-1,105
2,1,
3,1,
4,-1,108
2,1,
3,1,
4,1,
1,1,
3,1,
4,1,
3,-1,111
4,-1,113
2,1,
3,-1,115
4,-1,118
2,1,
3,1,
4,1,
2,-1,120
3,1,
4,-1,123
2,1,
3,1,
4,1,
2,-1,125
3,1,
2,1,
3,-1,127
4,-1,130
2,1,
3,1,
4,1,
1,-1,132
2,1,
3,1,
4,-1,135
2,1,
3,1,
4,1,
1,-1,138
2,1,
3,1,
2,1,
3,-1,140
4,-1,143
2,-1,145
3,-1,147
2,1,
3,-1,149
4,-1,152
1,-1,154
3,-1,156
4,-1,159
1,-1,161
2,1,
3,-1,163
2,-1,166
3,1,
4,-1,169
1,-1,171
2,1,
3,1,
4,-1,174
1,-1,177
2,-1,179
3,1,
2,-1,182
3,-1,184
1,-1,186
2,1,
3,-1,188
2,1,
4,-1,191
2,1,
3,-1,193
4,-1,195
2,1,
4,-1,197
2,1,
3,-1,199
4,-1,201
2,1,
3,-1,203
2,1,
4,-1,205
2,1,
4,-1,207
2,1,
3,-1,209
4,-1,211
2,1,
4,-1,213
2,1,
4,-1,215
1,-1,217
2,1,
4,-1,219
2,1,
4,-1,221
2,1,
4,-1,223
2,1,
3,-1,225
4,-1,227
1,-1,229
2,1,
4,-1,231
1,-1,233
2,1,
3,-1,235
2,1,
4,-1,237
2,1,
3,-1,239
4,-1,241
2,1,
3,-1,243
4,1,
2,1,
3,-1,245
2,1,
3,-1,247
4,-1,249
2,1,
4,-1,251
1,-1,253
2,1,
4,-1,255
2,1,
3,-1,257
