1,-1,1
2,-1,5
3,1,9
4,-1,13
0,1,17
1,1,21
2,1,26
3,1,31
4,1,36
0,1,41
1,1,45
2,1,50
3,1,55
4,1,60
0,1,65
1,1,69
2,1,74
3,1,79
4,1,84
0,1,89
1,-1,93
2,1,98
3,1,103
4,1,108
0,1,113
1,1,118
2,1,122
3,1,127
4,1,132
0,1,137
1,-1,
2,1,142
3,1,147
4,1,152
0,1,157
1,-1,
2,1,162
3,1,167
4,1,172
0,-1,177
1,-1,
2,1,182
3,1,187
4,1,192
0,1,197
1,1,202
2,1,207
3,1,212
4,1,217
0,1,222
1,1,227
2,1,232
3,1,236
4,1,241
0,1,246
1,1,251
2,1,256
3,-1,
4,1,261
0,1,266
1,1,271
2,1,276
3,1,281
4,1,286
0,1,291
1,1,296
2,1,301
3,1,306
4,1,311
0,1,316
1,1,321
2,-1,
3,1,326
4,1,331
0,1,336
1,1,341
2,1,346
3,1,351
4,1,355
0,1,360
1,1,365
2,1,370
3,1,375
4,1,380
0,1,385
1,1,390
2,1,395
3,1,400
4,-1,
0,1,405
1,1,410
2,-1,
3,1,415
4,-1,
0,1,420
1,1,425
2,1,430
3,1,435
4,-1,
0,1,440
1,1,445
2,1,450
3,1,455
4,1,460
0,1,464
1,1,469
2,1,473
3,1,478
4,1,483
0,1,488
1,1,493
2,1,498
3,1,503
4,1,508
0,1,513
1,1,518
2,1,523
3,1,528
4,1,533
0,1,538
1,1,543
2,1,548
3,1,553
4,1,558
0,1,563
1,1,568
2,1,572
3,1,577
4,1,582
0,1,587
2,1,591
3,1,595
4,-1,599
0,1,603
1,1,608
2,1,612
3,1,617
4,1,622
0,1,627
1,1,632
2,1,636
3,1,641
4,1,646
0,1,651
1,1,656
2,1,660
3,1,665
4,1,670
0,1,675
1,1,680
2,1,685
3,1,690
4,1,695
0,1,700
1,1,705
2,1,709
3,1,714
4,1,719
0,1,724
1,1,729
2,1,734
3,-1,
4,1,739
0,1,744
1,1,749
2,-1,754
3,1,759
4,1,764
0,1,769
1,1,774
2,1,779
3,1,784
4,1,789
0,1,794
1,1,799
2,1,803
3,1,808
4,1,813
0,1,818
1,1,823
2,-1,
3,1,828
4,1,833
0,1,838
1,1,843
2,1,848
3,1,853
4,-1,857
0,1,862
1,1,867
2,1,872
3,-1,877
4,1,882
0,1,887
1,1,892
2,1,897
3,1,902
4,-1,
0,1,907
1,1,912
2,1,916
3,1,921
4,-1,
0,1,926
1,1,931
2,-1,
3,1,936
4,-1,
0,1,941
1,1,946
2,1,951
3,1,956
4,-1,
0,1,961
1,1,966
2,1,971
3,-1,976
4,1,981
0,1,985
1,1,989
2,1,994
3,1,999
4,1,1004
0,1,1009
1,1,1014
2,1,1019
3,1,1024
4,1,1029
0,1,1034
1,1,1039
2,1,1044
3,1,1049
4,1,1054
0,1,1059
1,1,1064
2,1,1069
3,1,1074
4,1,1079
0,1,1084
1,-1,
2,1,1089
3,1,1094
4,1,1099
0,1,1104
1,-1,
2,1,1109
3,1,1114
4,1,1119
0,1,1124
1,-1,
2,1,1129
3,1,1134
4,1,1139
0,1,1144
1,1,1149
2,1,1154
3,-1,
4,-1,
0,1,1158
1,1,1163
2,1,1168
3,-1,
4,-1,
0,-1,1172
1,1,1176
3,-1,
4,-1,
0,1,1180
1,1,1185
2,1,1190
3,1,1194
4,-1,
0,1,1199
1,1,1204
2,1,1209
3,-1,
4,1,1213
0,1,1218
1,1,1223
2,-1,
3,1,1228
4,1,1233
0,1,1238
1,1,1243
2,-1,
3,1,1248
4,1,1253
0,1,1258
1,1,1263
2,-1,
3,1,1268
4,1,1272
0,1,1277
1,1,1282
2,-1,
3,1,1287
4,1,1292
0,1,1297
1,1,1302
2,-1,
3,1,1307
4,-1,
0,1,1312
1,1,1317
2,-1,
3,1,1322
4,-1,
0,1,1327
1,1,1332
2,-1,
3,1,1337
4,-1,
0,1,1342
1,1,1347
2,-1,
3,1,1352
4,1,1357
0,1,1361
1,1,1365
2,1,1370
3,1,1375
4,1,1380
0,1,1385
1,1,1390
2,1,1395
3,1,1400
4,1,1405
0,1,1410
1,1,1415
2,1,1420
3,1,1425
4,1,1430
0,1,1435
1,1,1440
2,1,1445
3,1,1450
4,1,1455
0,1,1460
1,-1,
2,1,1465
3,1,1470
4,1,1475
0,1,1480
1,1,1485
2,1,1489
3,1,1494
4,1,1499
0,1,1504
1,-1,
2,1,1509
3,1,1514
4,1,1519
0,1,1524
1,-1,
2,1,1529
3,1,1534
4,1,1539
0,1,1544
1,1,1549
2,1,1554
3,-1,
4,1,1559
0,1,1564
1,1,1569
2,1,1574
3,-1,
4,1,1579
0,1,1584
1,1,1589
2,1,1594
3,-1,
4,1,1598
0,1,1603
1,1,1608
2,1,1613
3,-1,
4,1,1618
0,1,1623
1,1,1628
2,-1,
3,1,1633
4,1,1637
0,1,1642
1,1,1647
2,-1,
3,1,1652
4,1,1656
0,1,1661
1,1,1666
2,1,1671
3,1,1676
4,1,1680
0,1,1685
1,-1,1689
2,-1,
4,1,1693
0,1,1697
1,1,1702
2,-1,
3,1,1707
4,1,1711
0,1,1716
1,1,1721
2,1,1726
3,1,1731
4,-1,
0,1,1736
1,1,1741
2,1,1746
3,1,1751
4,-1,
0,1,1756
1,1,1761
2,-1,
3,1,1766
4,-1,
0,1,1771
1,-1,1775
2,1,1780
3,1,1785
4,1,1790
0,1,1795
1,1,1800
2,1,1805
3,1,1810
4,1,1815
0,1,1820
1,1,1825
2,1,1830
3,1,1835
4,1,1840
0,1,1845
1,1,1850
2,1,1855
3,1,1860
4,1,1865
0,1,1870
1,1,1875
2,1,1880
3,1,1885
4,1,1890
0,-1,1894
1,-1,
2,1,1899
3,1,1904
4,1,1909
0,1,1914
1,1,1919
2,-1,1923
3,1,1928
4,1,1933
0,1,1938
1,-1,
2,1,1943
3,1,1948
4,1,1953
0,1,1958
1,-1,
2,1,1963
3,1,1968
4,1,1973
0,1,1978
1,-1,
2,1,1983
3,1,1988
4,1,1993
0,1,1997
1,1,2002
2,1,2007
3,1,2012
4,1,2017
0,1,2022
1,1,2027
2,-1,2032
3,1,2037
4,1,2042
0,1,2047
1,-1,2052
2,1,2057
3,1,2061
4,1,2066
0,1,2071
1,1,2076
2,1,2081
3,-1,
4,1,2086
0,1,2091
1,1,2096
2,1,2101
3,1,2106
4,1,2111
0,1,2115
1,1,2120
2,1,2125
3,1,2130
4,1,2135
0,1,2140
1,1,2145
2,1,2150
3,-1,2155
4,1,2160
0,1,2165
1,1,2170
2,-1,
3,1,2175
4,1,2180
0,-1,2185
1,-1,2190
2,-1,2195
3,1,2200
4,1,2204
0,1,2209
1,1,2214
2,1,2219
3,1,2224
4,1,2229
0,1,2233
1,1,2238
2,1,2243
3,1,2248
4,1,2253
0,1,2257
1,1,2262
2,1,2267
3,1,2272
4,1,2277
0,1,2281
1,1,2286
2,1,2291
3,1,2296
4,1,2301
0,1,2305
1,1,2310
2,1,2315
3,1,2320
4,1,2325
0,1,2329
1,-1,2333
2,-1,2337
3,1,2341
