0,-1,1
1,1,5
2,1,10
3,1,15
4,-1,20
0,1,
1,1,25
2,-1,30
3,-1,35
4,-1,40
0,1,
1,1,45
2,1,50
3,-1,55
4,1,60
0,1,
1,1,65
2,-1,70
3,1,75
4,1,80
0,1,
1,-1,85
2,-1,90
3,-1,95
4,1,100
0,1,
1,1,105
2,1,110
3,1,115
4,1,120
0,1,125
1,-1,130
2,1,134
3,1,139
4,1,144
0,1,149
1,1,154
2,1,
3,-1,159
4,-1,164
0,1,169
1,1,174
2,-1,179
3,-1,184
4,-1,189
0,-1,194
1,-1,199
2,-1,204
3,-1,209
4,-1,214
0,1,219
1,1,224
2,1,
3,1,229
4,1,234
0,-1,239
1,1,
2,1,
3,-1,244
4,-1,249
0,-1,254
1,-1,259
2,-1,264
3,-1,268
4,-1,273
0,-1,278
1,-1,283
2,1,
3,-1,288
4,-1,293
0,-1,298
1,-1,303
2,1,
3,-1,308
4,-1,313
0,1,318
1,1,323
2,1,328
3,1,
4,1,333
0,-1,338
1,1,343
2,-1,348
3,1,
4,-1,353
0,-1,358
1,-1,363
2,-1,368
3,1,
4,-1,373
0,-1,378
1,-1,383
2,1,388
3,-1,393
4,-1,397
0,-1,402
1,-1,407
2,-1,412
3,1,
4,1,
0,-1,417
1,1,422
2,1,427
3,1,432
4,1,437
0,-1,442
1,-1,447
2,-1,452
3,-1,457
4,-1,462
0,1,467
1,-1,472
2,-1,477
3,-1,482
4,1,487
0,1,492
1,-1,497
2,-1,502
3,-1,507
4,1,512
0,1,517
1,1,522
2,1,527
3,1,532
4,-1,537
