2,-1,1
3,1,
4,-1,4
2,1,
3,-1,7
4,-1,9
2,1,
3,1,
4,1,
2,-1,12
3,-1,15
4,-1,18
2,1,
3,-1,21
4,-1,24
2,1,
3,1,27
4,-1,30
2,1,
3,-1,32
4,-1,35
2,-1,38
3,-1,41
4,-1,44
2,1,
3,-1,47
4,-1,50
1,-1,53
3,-1,55
4,-1,58
1,-1,61
2,1,
3,-1,64
4,-1,68
2,-1,72
3,1,
4,-1,75
1,-1,78
2,1,
3,1,
4,-1,81
1,-1,85
2,-1,88
3,1,
4,1,
2,-1,92
3,-1,95
4,-1,98
1,-1,101
2,1,
3,-1,104
4,-1,108
1,-1,112
2,-1,115
3,-1,119
4,-1,123
2,1,
3,-1,126
4,-1,128
2,1,
3,-1,131
4,-1,134
2,1,
3,-1,137
4,-1,139
1,-1,142
2,1,
4,-1,144
1,-1,147
2,1,
3,-1,150
4,-1,153
2,1,
3,-1,157
4,-1,160
1,-1,163
2,1,
3,-1,166
4,-1,169
1,-1,173
2,1,
3,-1,176
4,-1,180
2,-1,183
3,-1,186
4,-1,189
2,1,
3,-1,192
4,-1,195
2,1,
3,1,
4,1,
1,-1,198
2,-1,201
3,1,
4,1,
1,-1,205
2,1,
3,-1,208
4,1,
2,1,
3,1,
4,1,211
1,-1,213
2,-1,216
3,1,
4,-1,220
1,-1,223
2,1,
3,-1,226
4,-1,230
1,1,233
2,1,
3,1,
1,1,
3,1,
4,1,
1,1,
2,-1,235
3,-1,238
4,1,
1,1,
3,1,
4,-1,241
1,1,
2,-1,244
3,1,
4,-1,247
1,1,
2,1,
4,-1,250
1,1,
2,1,
3,-1,253
4,-1,256
1,1,
2,1,
3,-1,260
4,-1,263
1,1,
2,1,
3,-1,267
4,-1,271
1,1,
2,1,
3,-1,274
4,1,
1,1,
2,1,
3,-1,277
4,-1,281
1,1,
2,1,
3,1,
2,-1,284
3,1,
4,-1,287
1,-1,290
2,1,
3,1,
4,-1,293
1,-1,297
2,-1,300
3,1,
4,1,
1,-1,304
3,1,
4,-1,307
1,-1,310
2,-1,314
3,1,
4,1,
1,-1,317
2,-1,321
3,1,
4,1,
1,-1,324
2,-1,328
3,1,
4,-1,332
2,1,
3,-1,335
4,-1,337
1,-1,340
2,1,
4,-1,342
1,-1,345
2,1,
3,-1,348
4,1,
1,1,
2,-1,351
3,-1,354
4,1,
1,1,
2,1,
4,1,
1,1,
2,1,
3,-1,357
4,1,
1,-1,360
2,-1,363
4,1,
1,-1,366
2,1,
4,1,
1,-1,369
2,1,
3,-1,373
4,-1,376
2,1,
3,1,
4,1,
1,-1,379
2,-1,382
3,1,
4,1,
1,-1,386
2,1,
3,-1,389
4,1,
1,1,
2,1,
3,-1,392
4,1,
2,-1,395
3,-1,398
4,-1,401
1,-1,404
2,1,
3,-1,407
4,-1,411
1,-1,415
2,-1,418
3,-1,422
4,-1,426
1,-1,429
3,-1,432
4,-1,435
1,-1,438
2,-1,442
3,-1,445
4,-1,449
1,-1,452
2,-1,456
3,1,
4,1,
1,-1,459
2,-1,463
3,1,
4,-1,467
1,-1,470
2,1,
3,1,
4,1,
1,-1,474
2,-1,477
3,1,
2,1,
3,-1,480
4,-1,483
1,-1,486
2,1,
3,-1,489
4,-1,492
1,-1,496
2,1,
3,-1,499
4,-1,503
1,1,
2,1,
3,-1,506
4,-1,509
1,1,
2,1,
3,-1,513
4,-1,517
1,-1,520
2,-1,523
4,-1,526
1,-1,529
2,-1,533
3,-1,537
4,-1,540
1,-1,543
2,-1,547
3,-1,551
4,1,
1,-1,554
2,-1,557
3,-1,560
2,1,
3,1,563
4,-1,566
1,-1,568
2,-1,571
3,-1,575
4,-1,579
1,-1,582
2,1,
3,-1,585
4,-1,589
1,-1,592
2,1,
3,1,594
1,1,
2,-1,597
3,1,
4,-1,600
1,1,
2,1,
3,-1,603
4,-1,607
1,1,
2,1,
3,1,
1,-1,610
2,-1,614
3,1,
4,-1,618
1,-1,621
2,1,
3,-1,625
4,-1,628
1,1,631
2,1,
3,1,
1,-1,634
2,-1,637
3,-1,640
1,-1,643
2,-1,646
3,-1,649
2,1,
3,-1,652
4,-1,655
2,1,
3,-1,658
4,-1,661
2,1,
3,1,
4,-1,664
1,-1,667
2,1,
3,1,
4,1,
2,1,
3,-1,670
4,-1,673
1,-1,676
2,1,
3,-1,679
4,-1,683
1,-1,687
2,1,
3,-1,690
4,-1,694
2,1,
3,-1,697
4,-1,700
1,-1,703
2,-1,707
3,-1,710
4,-1,714
2,1,
3,-1,717
4,-1,720
1,-1,723
2,1,
3,-1,726
4,-1,729
1,-1,733
2,1,
4,-1,736
1,-1,739
2,1,
3,-1,742
4,-1,746
1,-1,750
2,1,
3,-1,754
4,-1,758
2,1,
3,-1,761
4,-1,764
1,-1,767
2,1,
3,1,
4,1,
1,-1,770
2,1,
3,1,
4,-1,773
1,-1,776
2,1,
3,1,
2,1,
3,-1,779
4,-1,782
1,-1,785
3,-1,787
4,-1,790
1,-1,793
2,1,
3,-1,796
4,-1,800
1,1,
3,-1,804
4,-1,807
1,-1,810
3,1,
4,-1,813
1,-1,816
2,-1,820
3,1,
4,1,
1,-1,823
