2,1,
3,1,1
4,-1,4
1,-1,7
2,-1,10
3,-1,14
4,-1,18
1,-1,22
2,1,
3,-1,25
4,-1,29
1,-1,33
2,1,
3,-1,36
4,1,40
1,1,
2,-1,44
3,-1,47
4,-1,51
1,1,
2,1,
3,-1,55
4,-1,59
1,1,
2,1,
3,-1,63
4,-1,67
1,-1,71
2,-1,75
3,1,
4,-1,79
1,-1,83
2,-1,87
3,-1,91
4,-1,94
1,-1,98
2,-1,102
3,1,
4,1,
1,-1,106
2,-1,110
3,-1,114
4,-1,118
1,-1,122
2,-1,126
3,-1,130
4,-1,134
1,-1,138
2,-1,142
3,-1,146
4,-1,150
1,-1,153
2,1,
3,-1,156
4,-1,160
1,-1,164
2,-1,168
3,-1,171
4,-1,175
1,-1,179
2,1,
3,-1,183
4,-1,187
1,-1,191
2,1,
3,-1,195
4,-1,199
1,-1,203
2,-1,207
3,-1,210
4,-1,214
1,1,
3,-1,218
4,-1,221
1,1,
2,-1,224
3,-1,227
4,-1,231
1,1,
2,-1,235
3,-1,238
4,-1,242
1,-1,246
2,-1,250
3,1,
4,-1,254
1,-1,258
2,-1,262
3,1,
4,-1,265
1,-1,269
2,-1,273
3,1,
4,1,
1,-1,277
2,-1,281
3,-1,285
4,-1,289
1,-1,293
2,-1,297
3,-1,300
4,-1,304
1,-1,308
2,-1,312
3,-1,316
4,-1,320
1,-1,324
2,-1,328
3,-1,332
4,-1,336
1,1,339
2,1,
3,1,342
4,1,346
1,-1,350
2,1,
3,-1,354
4,-1,358
1,-1,362
2,1,
3,-1,366
4,-1,369
1,-1,373
2,1,
3,-1,377
4,-1,381
1,1,
2,1,
3,-1,385
4,-1,389
1,1,
2,1,
3,-1,393
4,-1,396
1,1,
2,1,
3,-1,400
4,-1,404
1,-1,408
2,-1,412
3,-1,416
4,-1,419
1,-1,423
2,-1,427
3,-1,431
4,-1,434
1,1,438
2,-1,441
4,-1,444
1,-1,447
2,-1,451
3,-1,455
4,-1,458
1,-1,462
2,-1,466
3,-1,470
4,-1,474
1,-1,478
2,-1,482
3,-1,486
4,-1,490
1,-1,494
2,-1,498
3,-1,502
4,-1,505
1,1,509
2,-1,513
3,-1,517
4,-1,521
1,-1,524
2,1,
3,-1,527
4,1,531
1,-1,535
2,1,
3,-1,539
4,-1,543
1,-1,547
2,1,
3,-1,551
4,-1,555
1,1,
2,1,
3,-1,559
4,-1,563
1,1,
2,1,
3,-1,567
4,-1,571
1,-1,575
2,-1,579
3,1,
4,1,
1,-1,583
2,-1,587
3,1,
4,1,
1,-1,591
2,-1,595
3,-1,599
4,1,
1,1,602
2,-1,606
3,1,
4,-1,610
1,-1,613
2,-1,617
3,1,
4,-1,621
1,-1,624
2,-1,628
3,-1,632
4,-1,636
1,1,639
2,-1,642
3,1,
2,1,
3,1,645
4,1,648
1,1,
2,1,
3,-1,651
4,1,655
1,1,
2,1,
3,1,659
4,1,663
1,1,
2,1,
3,-1,667
4,1,671
1,-1,675
2,1,
3,1,
4,-1,678
1,-1,682
2,1,
3,1,
4,-1,686
1,-1,690
2,1,
3,-1,694
4,-1,697
1,-1,701
2,1,
3,1,
4,1,
1,-1,705
2,1,
3,-1,708
4,-1,712
1,1,716
2,1,
3,-1,720
4,-1,724
1,1,728
2,1,
3,1,732
4,1,736
1,1,740
2,1,
3,1,744
4,1,748
2,1,
3,1,751
4,1,754
1,-1,757
2,1,
3,-1,760
4,-1,764
1,1,768
2,1,
3,1,771
4,1,775
1,-1,779
2,1,
3,-1,782
4,1,786
2,1,
3,-1,790
4,-1,793
0,-1,796
2,1,
3,-1,799
4,-1,803
0,1,807
2,1,
3,1,810
4,1,814
0,-1,818
2,1,
3,-1,821
4,1,825
1,-1,829
2,1,
3,1,
4,-1,832
0,1,836
2,1,
3,1,
4,1,839
0,-1,843
1,-1,847
2,1,
3,1,
4,-1,851
0,-1,856
1,-1,860
2,1,
3,-1,864
4,-1,868
0,-1,873
1,-1,877
2,1,
3,1,
4,1,
1,-1,881
2,1,
3,-1,884
4,-1,888
0,1,892
2,1,
3,1,895
4,1,899
0,-1,903
1,-1,907
2,1,
3,-1,911
4,-1,916
0,1,921
1,1,925
2,1,
3,1,929
4,1,934
0,1,939
1,1,943
2,1,
3,1,947
4,1,952
1,-1,956
2,1,
3,-1,959
4,-1,963
1,-1,967
2,-1,971
3,-1,974
4,-1,978
1,-1,982
2,1,
3,-1,986
4,-1,990
1,-1,994
2,1,
3,-1,998
4,-1,1002
1,1,
2,1,
3,-1,1006
4,1,1010
0,1,1014
2,1,
3,-1,1017
4,1,1021
0,-1,1025
1,1,
2,1,
3,-1,1029
4,-1,1034
0,-1,1039
1,1,
2,1,
3,-1,1043
4,-1,1048
0,-1,1053
1,1,
2,1,
3,-1,1057
4,-1,1062
1,-1,1067
2,1,
3,1,
4,-1,1071
0,-1,1075
1,-1,1079
2,1,
3,1,
4,-1,1083
0,-1,1088
1,-1,1092
2,-1,1097
3,1,
4,-1,1101
0,-1,1106
1,-1,1110
2,1,
3,1,
4,1,
1,1,1115
2,1,
3,-1,1119
4,-1,1123
0,-1,1127
1,-1,1131
2,1,
3,-1,1135
4,-1,1140
0,-1,1145
1,-1,1149
2,-1,1154
3,-1,1158
4,-1,1163
0,-1,1168
1,-1,1172
2,1,
3,-1,1177
4,-1,1182
0,-1,1187
1,1,1191
2,1,
3,-1,1196
4,-1,1201
1,1,1205
2,1,
3,1,1208
4,1,1212
1,-1,1216
2,1,
3,-1,1220
4,-1,1224
1,-1,1228
2,1,
3,-1,1232
4,-1,1235
1,-1,1239
2,1,
3,-1,1243
4,-1,1247
1,1,
2,1,
3,1,1251
4,1,1255
0,1,1259
2,1,
3,1,1262
4,1,1266
0,-1,1270
1,1,
2,1,
3,-1,1274
4,-1,1279
0,-1,1284
1,1,
2,1,
3,-1,1288
4,-1,1292
0,-1,1297
1,1,
2,1,
3,-1,1301
4,-1,1306
1,1,1311
2,1,
3,1,1315
4,1,1318
0,1,1322
1,1,1326
2,1,
3,1,1330
4,1,1334
0,-1,1339
1,-1,1343
2,1,
3,-1,1348
4,-1,1352
0,1,1357
1,1,1360
2,1,
4,1,1364
0,-1,1368
1,-1,1372
2,1,
3,-1,1377
4,-1,1381
1,1,1386
2,1,
3,1,1390
4,1,1394
0,1,1398
1,1,1402
2,1,
3,1,1406
4,1,1411
0,-1,1416
1,-1,1420
2,1,
3,-1,1425
4,-1,1430
0,-1,1435
1,-1,1439
2,1,
3,-1,1444
4,-1,1448
0,1,1453
1,1,1457
2,1,
3,1,1462
4,1,1467
1,-1,1471
2,1,
3,-1,1474
4,1,1478
1,-1,1482
2,1,
3,-1,1486
4,-1,1490
1,-1,1494
2,1,
3,-1,1498
4,-1,1502
1,1,
2,1,
3,-1,1506
4,1,1510
0,-1,1514
2,1,
3,-1,1517
4,1,1521
0,-1,1525
1,1,
2,1,
3,-1,1529
4,-1,1534
0,-1,1539
1,1,
2,1,
3,-1,1543
4,-1,1548
1,-1,1553
2,1,
3,1,
4,1,
0,-1,1557
1,-1,1561
2,1,
3,1,
4,1,
0,-1,1565
1,-1,1569
2,1,
3,1,
4,1,
0,-1,1574
1,-1,1578
2,1,
3,-1,1583
4,1,
1,1,1587
2,1,
3,1,
4,1,1591
0,1,1594
1,1,1598
2,1,
3,1,
4,1,1602
0,-1,1606
1,-1,1610
2,1,
3,1,
4,-1,1615
0,-1,1619
1,-1,1623
2,1,
3,-1,1628
4,-1,1633
0,1,1637
1,1,1640
2,1,
3,1,
1,1,
2,1,
3,1,
4,1,
1,1,
2,-1,1644
3,1,
4,1,
1,1,
2,1,
3,1,1647
4,1,
1,1,
2,1,
3,1,
4,1,
1,1,
2,1,
3,1,
4,-1,1650
1,1,
2,-1,1654
3,1,
4,-1,1657
1,1,
2,1,
3,-1,1661
4,-1,1665
1,1,
2,1,
3,1,
4,1,1669
1,1,
2,-1,1672
3,-1,1675
4,-1,1679
1,1,
2,1,
3,-1,1683
4,-1,1687
1,1,
2,1,
3,-1,1691
4,-1,1695
1,1,
2,1,
3,1,
4,1,
0,-1,1699
1,1,
2,-1,1703
3,1,
4,1,
0,-1,1707
1,1,
2,1,
3,-1,1711
4,1,
0,-1,1715
1,1,
2,1,
3,1,
4,1,
1,1,
2,1,
3,1,
4,-1,1719
0,-1,1723
1,1,
2,-1,1727
3,1,
4,-1,1731
0,-1,1736
1,1,
2,1,
3,-1,1740
4,-1,1745
0,-1,1750
1,1,
2,1,
3,1,
4,-1,1754
1,1,
2,-1,1758
3,-1,1761
4,-1,1765
1,1,
3,-1,1769
4,-1,1772
1,1,
3,-1,1775
4,-1,1778
0,-1,1781
1,1,
3,-1,1784
4,-1,1788
1,1,
2,-1,1792
3,1,
4,1,
0,-1,1795
1,1,
2,-1,1799
3,1,
4,1,
0,-1,1803
1,1,
3,1,
4,1,
0,-1,1806
1,1,
2,-1,1810
3,-1,1814
4,1,
1,1,
2,-1,1818
3,1,
4,-1,1821
0,-1,1825
1,1,
2,-1,1829
3,1,
4,-1,1833
0,-1,1838
1,1,
3,1,
4,-1,1841
0,-1,1845
1,1,
2,-1,1849
3,1,
4,-1,1853
1,1,
2,1,
3,-1,1857
4,-1,1861
1,1,
2,1,
3,-1,1865
4,-1,1868
1,1,
2,1,
3,-1,1872
4,-1,1876
1,1,
2,1,
3,-1,1880
4,-1,1883
0,-1,1887
1,1,
2,1,
3,-1,1891
4,-1,1895
0,-1,1900
1,1,
2,1,
4,-1,1903
0,-1,1907
1,1,
2,1,
3,-1,1911
4,-1,1915
1,1,
2,1,
3,-1,1920
4,-1,1924
0,-1,1928
1,1,
2,1,
3,-1,1932
4,-1,1937
0,-1,1942
1,1,
2,1,
3,-1,1946
4,-1,1950
0,-1,1955
1,1,
2,1,
3,-1,1959
4,-1,1964
1,1,
2,1,
3,-1,1968
4,-1,1972
1,1,
2,1,
3,-1,1976
4,-1,1980
1,1,
2,1,
3,1,
4,1,
0,-1,1984
1,1,
2,1,
3,1,
4,1,
0,-1,1988
1,1,
2,1,
3,-1,1992
4,1,
1,1,
2,1,
3,1,
4,-1,1996
0,-1,1999
1,1,
2,1,
3,1,
4,-1,2003
0,-1,2007
1,1,
2,1,
3,-1,2011
4,-1,2016
0,-1,2020
1,1,
2,1,
3,1,
1,-1,2023
2,1,
3,1,
4,-1,2026
1,-1,2030
2,1,
3,1,
4,-1,2034
1,-1,2038
2,1,
3,-1,2042
4,-1,2045
1,-1,2049
2,1,
3,1,
4,1,
1,1,
2,1,
3,1,
4,1,
1,1,
2,-1,2053
3,1,
4,1,
1,1,
2,1,
3,1,2056
4,1,
1,1,
2,1,
3,1,
4,1,
1,1,2059
2,1,
3,1,
4,1,
1,-1,2063
2,-1,2067
3,1,
4,1,
1,-1,2071
2,1,
3,-1,2075
4,1,
1,1,2078
2,1,
3,1,
4,1,2082
1,-1,2085
2,-1,2089
3,1,
4,-1,2093
1,-1,2097
2,-1,2101
3,-1,2105
4,-1,2108
1,-1,2112
2,-1,2116
3,1,
4,1,
1,1,2120
2,1,
3,1,
4,1,2123
0,1,2127
2,1,
3,1,
4,1,2130
0,-1,2134
1,-1,2138
2,-1,2142
3,1,
4,-1,2147
0,-1,2152
1,-1,2156
2,1,
3,-1,2160
4,-1,2164
0,-1,2169
1,-1,2173
2,1,
3,1,
4,1,
1,1,
2,1,
3,1,
4,1,
0,-1,2177
1,1,
2,-1,2181
3,1,
4,1,
0,-1,2185
1,1,
2,1,
3,-1,2189
4,1,
0,-1,2193
1,1,
2,1,
3,1,
4,1,
1,1,2197
2,1,
3,1,
4,1,
0,-1,2201
1,-1,2205
2,-1,2210
3,1,
4,1,
0,-1,2215
1,-1,2219
2,1,
3,-1,2224
4,1,
0,-1,2228
1,1,2232
2,1,
3,1,
4,-1,2237
1,-1,2241
2,-1,2245
3,1,
4,-1,2249
1,-1,2253
2,-1,2257
3,1,
4,-1,2260
1,-1,2264
2,-1,2268
3,1,
4,1,
1,-1,2272
2,1,
3,1,
4,-1,2276
0,-1,2280
1,-1,2284
2,1,
3,1,
4,-1,2288
0,-1,2293
1,-1,2297
2,-1,2302
3,1,
4,-1,2306
0,-1,2311
1,-1,2315
2,1,
3,1,
4,1,
1,1,
2,-1,2320
3,1,
4,-1,2323
0,-1,2327
1,-1,2331
2,-1,2336
3,1,
4,-1,2340
0,-1,2345
1,1,
3,1,
4,-1,2348
0,-1,2352
1,1,
2,-1,2356
3,1,
4,1,
1,-1,2360
2,-1,2364
3,1,
4,1,
0,-1,2368
1,-1,2372
